"Display Name ACQ wood treatment Synthetic Stucco (Acrylic) [BEAM Avg | US & CA]","EPD Number / Document ID ","EPD ID Bolin & Smith, 2011, LCA Assessment of ACQ-treated lumber, Journal of Cleaner Production ","EPD Owner ","Material ACQ wood treatment Acrylic Stucco Textured Finish","Manufacturer / Organization Sto Corp.","Product Name / Description ","Specifications ","EPD Expiry "
"Rebar / ArcelorMittal Long Products Canada / 15M","","4937-6316","ArcelorMittal Long Products Canada","Rebar","ArcelorMittal Long Products Canada","Canadian sizes","15M","2024-03-25"
"Rebar / ArcelorMittal Long Products Canada / 20M","","4937-6316","ArcelorMittal Long Products Canada","Rebar","ArcelorMittal Long Products Canada","Canadian sizes","20M","2024-03-25"
"Reflective roof coating / Selena Group / COOL-R / SRI 107 / Poland","","075/2018","","Reflective roof coating","Selena Group","COOL-R","SRI 107","2023-08-30"
"Rubber flooring / ECOsurfaces / 6mm","","SCS-EPD-03576","","Rubber flooring","ECOsurfaces","ECOsurfaces","","2020"
"Rubber flooring / Resilient Floor Covering Institute / Includes tiles and rolls / 2mm [Industry Avg | US & CA]","","4788753451.104.1 ","","Rubber flooring","Resilient Floor Covering Institute","Includes tiles and rolls from American Biltrite, Armstrong, Burke, FLEXCO, Johnsonite, Mannington, Roppe, Tarkett","","2024"
"SBS Modified Bitumen Roofing / ARMA / Includes: CertainTeed, Firestone, GAF, Henry, IKO, Johns Mansville, Malarkey, Siplast, Soprema / [Industry Avg | US & CA]","","4787168709.104.1 ","","SBS Modified Bitumen Roofing","ARMA","Includes: CertainTeed, Firestone, GAF, Henry, IKO, Johns Mansville, Malarkey, Siplast, Soprema","","2021"
"SIP roof panels / Nexii Roof Panels / 16"" panel / R56","","HUB-0634","Nexii Building Solutions Inc.","Nexite faces, EPD foam core","Nexii Building Solutions Inc.","Nexii Roof Panels","16"" thick","2025-02-18"
"SIP wall panel / Nexii Cladding Panels / 10"" panel / R34","","HUB-0635","Nexii Building Solutions Inc.","Nexite faces, EPD foam core","Nexii Building Solutions Inc.","Nexii Wall Panels: Cladding ","10"" thick","2025-02-18"
"SIP wall panel / Nexii Load-bearing Panels / 10"" panel / R34","","HUB-0636","Nexii Building Solutions Inc.","Nexite faces, EPD foam core","Nexii Building Solutions Inc.","Nexii Wall Panels: Load-bearing ","10"" thick","2025-02-18"
"SIP panels - EPS foam & OSB / SIPA / R-15 4.5"" panel [Industry Avg | N America]","","Not yet published","SIPA","SIP panel","SIPA","ACME Panel, Enercept, Extreme Panel Technologies, FischerSIPS, Insulspan, Lamit, PorterCorp, Preflex, Premier Building Systems, Thermafoam R-Control, Urban Industries","","2029"
"SIP panels - EPS foam & OSB / SIPA / R-23 6.5"" panel [Industry Avg | N America]","","Not yet published","SIPA","SIP panel","SIPA","ACME Panel, Enercept, Extreme Panel Technologies, FischerSIPS, Insulspan, Lamit, PorterCorp, Preflex, Premier Building Systems, Thermafoam R-Control, Urban Industries","","2029"
"SIP panels - EPS foam & OSB / SIPA / R-30 8.25"" panel [Industry Avg | N America]","","Not yet published","SIPA","SIP panel","SIPA","ACME Panel, Enercept, Extreme Panel Technologies, FischerSIPS, Insulspan, Lamit, PorterCorp, Preflex, Premier Building Systems, Thermafoam R-Control, Urban Industries","","2029"
"SIP panels - EPS foam & OSB / SIPA / R-38 10.25"" panel [Industry Avg | N America] ","","Not yet published","SIPA","SIP panel","SIPA","ACME Panel, Enercept, Extreme Panel Technologies, FischerSIPS, Insulspan, Lamit, PorterCorp, Preflex, Premier Building Systems, Thermafoam R-Control, Urban Industries","","2029"
"SIP panels - EPS foam & OSB / SIPA / R-45 12.25"" panel [Industry Avg | N America] ","","Not yet published","SIPA","SIP panel","SIPA","ACME Panel, Enercept, Extreme Panel Technologies, FischerSIPS, Insulspan, Lamit, PorterCorp, Preflex, Premier Building Systems, Thermafoam R-Control, Urban Industries","","2029"
"Spray polyurethane foam - Closed Cell (HFC gas) / R 6.6-inch / SPFA [Industry Avg | US & CA]","","EPD-087","","Spray polyurethane foam - Closed Cell - HFC gas filled","SPFA","","R 6.6/inch","2023"
"Spray polyurethane foam - Closed Cell (HFO gas) / Huntsman / Heatlok Soya HFO & Heatlok HFO / R 6.5-inch","","4789773836.101.1","Huntsman Building Solutions","Spray polyurethane foam - Closed Cell (HFO)","Huntsman Building Solutions","Heatlok HFO & Heatlok Soya HFO","","2026-01-01"
"Spray polyurethane foam - Closed Cell (HFO gas) / R 6.6-inch / SPFA [Industry Avg | US & CA]","","EPD 070 ","SPFA","Spray polyurethane foam - Closed Cell - HFO gas filled","SPFA","Includes: Accella, BASF, DAP, Demilec, Dupont, Gaco Western, General Coatings, ICP, Icynene Lapolla, Johns Manville, NCFI, SES","R 6.6/inch","2027-09-22"
"Spray polyurethane foam - Closed Cell (HFC gas) / Carlisle CSFI / SealTite PRO Closed Cell (HFC) / R 7.0-inch","","4790550934-101.1","Carlisle Spray Foam Insulation","Spray polyurethane foam","Carlisle","SealTite PRO Closed Cell (HFC)","R7.0-inch","2027"
"Spray polyurethane foam - Closed Cell (HFO gas) / Carlisle CSFI / SealTite PRO HFO, SealTite One / R 7.0-inch","","4790550934-101.1","Carlisle Spray Foam Insulation","Spray polyurethane foam","Carlisle","SealTite PRO HFO, SealTite One","R7.0-inch","2027"
"Spray polyurethane foam - High Density (HFC gas) / R 6.3-inch / SPFA [Industry Avg | US & CA]","","EPD-087","","Spray polyurethane foam - High Density - HFC gas filled","SPFA","","R 6.3/inch","2023"
"Spray polyurethane foam - High Density (HFO gas) / R 6.5-inch / SPFA [Industry Avg | US & CA]","","EPD 070","SPFA","Spray polyurethane foam - High Density - HFO gas filled","SPFA","Includes: Accella, BASF, DAP, Demilec, Dupont, Gaco Western, General Coatings, ICP, Icynene Lapolla, Johns Manville, NCFI, SES","R 6.5/inch","2027-09-22"
"Spray polyurethane foam - High Density  (HFC gas) / Carlisle CSFI / PremiSEAL / R 6.5-inch","","4790550934-101.1","Carlisle Spray Foam Insulation","Spray polyurethane foam","Carlisle","PremiSEAL","R6.5-inch","2027"
"Spray polyurethane foam - High Density  (HFO gas) / Carlisle CSFI / PremiR + EVO / R 6.5-inch","","4790550934-101.1","Carlisle Spray Foam Insulation","Spray polyurethane foam","Carlisle","PremiR + EVO","R6.5-inch","2027"
"Spray polyurethane foam - Open Cell / R 4.1-inch / SPFA [Industry Avg | US & CA]","","EPD 070","SPFA","Spray polyurethane foam - Open Cell - HFO gas","SPFA","Includes: Accella, BASF, DAP, Demilec, Dupont, Gaco Western, General Coatings, ICP, Icynene Lapolla, Johns Manville, NCFI, SES","R 4.1/inch","2027-09-22"
"Spray polyurethane foam - Open Cell / Carlisle CSFI / SealTite PRO Open Cell, SealTite PRO High Yield, SealTite PRO No Mix, SealTite PRO OCX / R 3.7-inch","","4790550934-101.1","Carlisle Spray Foam Insulation","Spray polyurethane foam","Carlisle","SealTite PRO Open Cell, SealTite PRO High Yield, SealTite PRO No Mix, SealTite PRO OCX","R3.7-inch","2027"
"Structural Steel / L-Angle / L 3.5 x 3.5 x 1/4""/ AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel - L-Angle","American Institute of Steel Construction","Hot-rolled strucutural steel","Angle L 3.5"" x 3.5"" x 1/4""","2026"
"Structural Steel / Rectangular HSS / 8 x 6 x 5/16""/ AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Rectangular HSS","American Institute of Steel Construction","Hot-rolled strucutural steel","Rectangular HSS 8"" x 6"" x 5/16""","2026"
"Structural Steel / Square HSS / 3 x 3 x 3/16""/ AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Square HSS","American Institute of Steel Construction","Hot-rolled strucutural steel","Square HSS 3"" x 3"" x 3/16""","2026"
"Structural Steel / Square HSS / 4 x 4 x 1/4""/ AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Square HSS","American Institute of Steel Construction","Hot-rolled strucutural steel","Square HSS 4"" x 4"" x 1/4""","2026"
"Structural Steel / Square HSS / 5 x 5 x 1/4""/ AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Square HSS","American Institute of Steel Construction","Hot-rolled strucutural steel","Square HSS 5"" x 5"" x 1/4""","2026"
"Structural Steel / Square HSS / 5 x 5 x 1/2""/ AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Square HSS","American Institute of Steel Construction","Hot-rolled strucutural steel","Square HSS 5"" x 5"" x 1/2""","2026"
"Structural Steel / Square HSS / 8 x 8 x 1/4""/ AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Square HSS","American Institute of Steel Construction","Hot-rolled strucutural steel","Square HSS 8"" x 8"" x 1/4""","2026"
"Structural Steel / Wide Flange / W150x22 (US W6x15) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W150x22 (W6x15)","2026"
"Structural Steel / Wide Flange / W150x30 (US W6x20) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W150x30 (W6x20)","2026"
"Structural Steel / Wide Flange / W200x22 (US W8x15) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W200x22 (W8x15)","2026"
"Structural Steel / Wide Flange / W200x27 (US W8x18) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W200x27 (W8x18)","2026"
"Structural Steel / Wide Flange / W200x31 (US W8x21) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W200x31 (W8x21)","2026"
"Structural Steel / Wide Flange / W200x36 (US W8x24) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W200x36 (W8x24)","2026"
"Structural Steel / Wide Flange / W200x42 (US W8x28) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W200x42 (W8x28)","2026"
"Structural Steel / Wide Flange / W200x59 (US W8x40) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W200x59 (W8x40)","2026"
"Structural Steel / Wide Flange / W200x71 (US W8x48) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W200x71 (W8x48)","2026"
"Structural Steel / Wide Flange / W250x18 (US W10x12) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W250x18 (W10x12)","2026"
"Structural Steel / Wide Flange / W250x22 (US W10x15) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W250x22 (W10x15)","2026"
"Structural Steel / Wide Flange / W250x25 (US W10x17) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W250x25 (W10x17)","2026"
"Structural Steel / Wide Flange / W250x28 (US W10x19) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W250x28 (W10x19) ","2026"
"Structural Steel / Wide Flange / W250x33 (US W10x22) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W250x33 (W10x22)","2026"
"Structural Steel / Wide Flange / W250x39 (US W10x26) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W250x39 (W10x26)","2026"
"Structural Steel / Wide Flange / W250x45 (US W10x30) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W250x45 (W10x30)","2026"
"Structural Steel / Wide Flange / W250x50 (US W10x33) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W250x50 (W10x33)","2026"
"Structural Steel / Wide Flange / W250x58 (US W10x38) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W250x58 (W10x38)","2026"
"Structural Steel / Wide Flange / W250x67 (US W10x45) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W250x67 (W10x45)","2026"
"Structural Steel / Wide Flange / W250x73 (US W10x49) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W250x73 (W10x49)","2026"
"Structural Steel / Wide Flange / W250x80 (US W10x54) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W250x80 (W10x54)","2026"
"Structural Steel / Wide Flange / W250x131 (US W10x88) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W250x131 (W10x88)","2026"
"Structural Steel / Wide Flange / W310x129 (US W12x87) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W310x129 (W12x87)","2026"
"Structural Steel / Wide Flange / W310x21 (US W12x14) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W310x21 (W12x14)","2026"
"Structural Steel / Wide Flange / W310x33 (US W12x22) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W310x33 (W12x22)","2026"
"Structural Steel / Wide Flange / W310x39 (US W12x26) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W310x39 (W12x26)","2026"
"Structural Steel / Wide Flange / W310x45 (US W12x30) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W310x45 (W12x30)","2026"
"Structural Steel / Wide Flange / W310x52 (US W12x35) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W310x52 (W12x35)","2026"
"Structural Steel / Wide Flange / W310x79 (US W12x53) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W310x79 (W12x53)","2026"
"Structural Steel / Wide Flange / W360x33 (US W14x22) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W360x33 (W14x22)","2026"
"Structural Steel / Wide Flange / W360x45 (US W14x30) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W360x45 (W14x30)","2026"
"Structural Steel / Wide Flange / W360x51 (US W14x34) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W360x51 (W14x34)","2026"
"Structural Steel / Wide Flange / W360x57 (US W14x38) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W360x57 (W14x38)","2026"
"Structural Steel / Wide Flange / W410x74 (US W16x50) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W410x74 (W16x50)","2026"
"Structural Steel / Wide Flange / W530x72 (US W21x48) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W530x72 (W21x48)","2026"
"Structural Steel / Wide Flange / W530x85 (US W21x55) / AISC [Industry Avg | US]","","4789556099.102.1","American Institute of Steel Construction","Structural Steel / Wide Flange","American Institute of Steel Construction","Hot-rolled strucutural steel","W530x85 (W21x55)","2026"
"Steel post / Generic / 3.5 x 0.216"" (89 x 5.5 mm), Sched 40 STD","","11345278.101.2","","Steel post","Generic","","3.5 x 0.216"" (89 x 5.5 mm), Sched 40 STD","2021"
"Steel joists / Open web / Steel Joist Institute / 12"" 12K3 joist [Industry Avg | US & CA]","","4789985166.101.1","Steel Joist Institute","Steel joist, open web","Steel Joist Institute","Includes: Canam Steel, New Millenium Building Systems, Vulcraft/Nucor","12"" 12K3 joist","2027"
"Cold-formed steel floor joist assembly / ClarkDietrich / 12"" o.c. spacing, 8"" height, 18g (Joist: 800S162-43, Rim: 800S125-43)","","4789752901.101.1","ClarkDietrich","Light steel floor framing","ClarkDietrich","12""oc Joists: 800S162-43, Rim tracks: 800S125-43","Assumes 2m of track rims per 5 sq.m. Does not include bracking/blocking/strapping/hangers/etc.","2026-01-01"
"Cold-formed steel floor joist assembly / ClarkDietrich / 16"" o.c. spacing, 8"" height, 18g (Joist: 800S162-43, Rim: 800S125-43)","","4789752901.101.1","ClarkDietrich","Light steel floor framing","ClarkDietrich","16"" of Joists: 800S162-43, Rim tracks: 800S125-43","Assumes 2m of track rims per 5 sq.m. Does not include bracking/blocking/strapping/hangers/etc.","2026-01-01"
"Cold-formed steel floor joist assembly / ClarkDietrich / 24"" o.c. spacing, 8"" height, 18g (Joist: 800S162-43, Rim: 800S125-43)","","4789752901.101.1","ClarkDietrich","Light steel floor framing","ClarkDietrich","24"" of Joists: 800S162-43, Rim tracks: 800S125-43","Assumes 2m of track rims per 5 sq.m. Does not include bracking/blocking/strapping/hangers/etc.","2026-01-01"
"Cold-formed steel floor joist assembly / ClarkDietrich / 12"" o.c. spacing, 10"" height, 16g (Joist: 1000S162-54, Rim: 1000S125-54)","","4789752901.101.1","ClarkDietrich","Light steel floor framing","ClarkDietrich","12""oc Joists: 1000S162-54, Rim tracks: 1000S125-54","Assumes 2m of track rims per 5 sq.m. Does not include bracking/blocking/strapping/hangers/etc.","2026-01-01"
"Cold-formed steel floor joist assembly / ClarkDietrich / 16"" o.c. spacing, 10"" height, 16g (Joist: 1000S162-54, Rim: 1000S125-54)","","4789752901.101.1","ClarkDietrich","Light steel floor framing","ClarkDietrich","16""oc Joists: 1000S162-54, Rim tracks: 1000S125-54","Assumes 2m of track rims per 5 sq.m. Does not include bracking/blocking/strapping/hangers/etc.","2026-01-01"
"Cold-formed steel floor joist assembly / ClarkDietrich / 24"" o.c. spacing, 10"" height, 16g (Joist: 1000S162-54, Rim: 1000S125-54)","","4789752901.101.1","ClarkDietrich","Light steel floor framing","ClarkDietrich","24""oc Joists: 1000S162-54, Rim tracks: 1000S125-54","Assumes 2m of track rims per 5 sq.m. Does not include bracking/blocking/strapping/hangers/etc.","2026-01-01"
"Cold-formed steel floor joist assembly / ClarkDietrich / 12"" o.c. spacing, 12"" height, 14g (Joist: 1200S162-68, Rim: 1200S125-68)","","4789752901.101.1","ClarkDietrich","Light steel floor framing","ClarkDietrich","12""oc Joists: 1200S162-68, Rim tracks: 1200S125-68","Assumes 2m of track rims per 5 sq.m. Does not include bracking/blocking/strapping/hangers/etc.","2026-01-01"
"Cold-formed steel floor joist assembly / ClarkDietrich / 16"" o.c. spacing, 12"" height, 14g (Joist: 1200S162-68, Rim: 1200S125-68)","","4789752901.101.1","ClarkDietrich","Light steel floor framing","ClarkDietrich","16""oc Joists: 1200S162-68, Rim tracks: 1200S125-68","Assumes 2m of track rims per 5 sq.m. Does not include bracking/blocking/strapping/hangers/etc.","2026-01-01"
"Cold-formed steel floor joist assembly / ClarkDietrich / 24"" o.c. spacing, 12"" height, 14g (Joist: 1200S162-68, Rim: 1200S125-68)","","4789752901.101.1","ClarkDietrich","Light steel floor framing","ClarkDietrich","24""oc Joists: 1200S162-68, Rim tracks: 1200S125-68","Assumes 2m of track rims per 5 sq.m. Does not include bracking/blocking/strapping/hangers/etc.","2026-01-01"
"Cold-formed steel framing products / ClarkDietrich / cold-form steel by mass (kg)","","4789752901.101.1","ClarkDietrich","Light steel framing products","ClarkDietrich","Cold-formed steel framing products","Cold-formed steel products for interior framing & finishing, exterior framing, flooring, as well as clips, connectors, metal lath, and accessories","2026-01-01"
"Steel studs - Load bearing / Steel Framing Industry Assn / 600-S-137-54, 16 gauge [Industry Avg, US & CA]","","SCS-EPD-07103","Steel Framing Industry Assn","Steel studs - Load bearing","Steel Framing Industry Assn","Includes: Cemco, ClarkDietrich, Delineate, Frametek, Mill Steel Framing, MiTek, MRI Steel Framing, Panel Rey, Ram Steel Framing, State Building Products, Steeler Construction, Telling Buildstrong, The Steel Network","600-S-137-54, 16 gauge, ""2x6""","2026"
"Steel studs - Load bearing / ClarkDietrich / 600-S-137-54, 16 gauge","","4789752901.101.1","ClarkDietrich","Steel studs - Load bearing ","ClarkDietrich","","600-S-137-54, 16 gauge, ""2x6""","2026-04-01"
"Steel studs - Load bearing / MarinoWARE / Structural stud and track / 600-S-137-54, 16 gauge","","4789995390.101.1","MarinoWare","Steel studs - Load bearing","MarinoWARE","Structural stud and track","600-S-137-54, 16 gauge, ""2x6""","2026-07-01"
"Steel studs - Load bearing / Scafco / 600-S-137-54, 16 gauge","","SCS-EPD05752","","Steel studs - Load bearing","Scafco","","600-S-137-54, 16 gauge, ""2x6""","2024"
"Steel studs - Non-loadbearing / ClarkDietrich / 362-S-125-18, 20EQ gauge","","4789752901.101.1","ClarkDietrich","Steel studs - Non-loadbearing","ClarkDietrich","","362-S-125-18, 20EQ gauge, ""2x4""","2026-04-01"
"Steel studs - Non-loadbearing / Steel Framing Industry Assn / 362-S-137-54 20EQ gauge [Industry Avg, US+Can]","","SCS-EPD-07103","Steel Framing Industry Assn","Steel studs - Load bearing","Steel Framing Industry Assn","Includes: Cemco, ClarkDietrich, Delineate, Frametek, Mill Steel Framing, MiTek, MRI Steel Framing, Panel Rey, Ram Steel Framing, State Building Products, Steeler Construction, Telling Buildstrong, The Steel Network","362-S-125-18, 20EQ gauge, ""2x4""","2026"
"Steel studs - Non-loadbearing / MarinoWARE / Viper Stud Viper 20 / 20EQ gauge","","4789995390.101.1","MarinoWare","Steel studs - Non-loadbearing","MarinoWARE","Viper Stud Viper 20","362-S-125-18, 20EQ gauge, ""2x4""","2026-07-01"
"Steel studs - Non-loadbearing / Scafco / 362VS125-18, 20EQ gauge","","SCS-EPD05752","","Steel studs - Non-loadbearing","Scafco","","362-S-125-18, 20EQ gauge, ""2x4""","2024"
"Straw Bale / Wheat & rye straw / FASBA (Germany) / R 2.8-inch [Industry Avg | EU]","","BAU-EPD-FASBA-2019-01-GABI"," Fachverband Straw Ball Construction Germany (FASBA )","Straw Bale","FASBA (Germany)","Wheat & rye straw","R 2.8/inch","2024-10-10"
"Straw Bale / Wheat & barley straw / SNaB (UK) / R 2.8/inch [Industry Avg | EU]","","S-P-03854","School of Natural Building (SNaB)","Straw Bale","","Wheat & barley straw","R 2.8/inch","2026-10-15"
"Straw Insulated Panels with wood framing (SIP) / EcoCocon / Prefabricated panel, 40 cm / R35 [EU]","","EPD-2022-7601","EcoCocon s.r.o.","Straw Wall Panels","EcoCocon","Standard and Brace Panels","40 cm thickness / R35, panel only","2027-11-07"
"Straw board sheathing / VestaEco Straw Boards 280 / 30 mm [EU]","","B-EPD n° 21-0123-002-00.00-EN ","VestaEco COMPOSITES Sp. z o.o.","Straw Board Sheathing","VestaEco COMPOSITES Sp. Z o.o","VestaEco Straw Insulation Boards 140","30 mm","2026-03-17"
"Straw board partition wall / Ekopanely / Ekopanel E60-1200 / 60 mm  [EU]","","CENIA 01.03.2024","Ekopanely","Straw board partition wall","Ekopanely","Ekopanel E60-1200 ","60 mm x 1200 mm x 1200-3200 mm","2028"
"Straw board partition wall / Durra Panel / Durra Wall Panels / 50 mm [AUS]","","S-P-10940","Ortech Industries","Straw panel","Durra Panel","Durra Wall & Ceiling Panels","50 mm","2029"
"Structural Precast Concrete / 10'' Hollow core slab / CPCI - PCI / North American Average","","EPD-117","","Structural Precast Concrete","CPCI - PCI","North American Average","10'' Hollow core slab","09-2024"
"TPO Roofing Membrane / Carlisle / Sure-Weld / 60 mils","","ASTM-EPD425","Carlisle","TPO Roofing Membrane","Carlisle","Sure-Weld","60 mils","2028"
"TPO roofing membrane / Single Ply Roofing Industry / 45 mils / [Industry Avg | US ]","","EPD 446","Single Ply Roofing Industry","TPO roofing membrane","Single Ply Roofing Industry","Includes: Carlisle, Johns Manville, Holcim, IKO","45 mils","2028"
"TPO roofing membrane / Single Ply Roofing Industry / 60 mils / [Industry Avg | US ]","","EPD 446","Single Ply Roofing Industry","TPO roofing membrane","Single Ply Roofing Industry","Includes: Carlisle, Johns Manville, Holcim, IKO","60 mils","2028"
"TREATED WOOD FOUNDATION - 2x8 framing @ 16"" OC, 3/4"" plywood sheathing","","","","from Composite Master Sheet","","","","2025"
"TREATED WOOD DECKING, 1-1/4"" X 3-1/2"" with 1/4"" Spacing","","","","from Composite Master Sheet","","","","2025"
"Vacuum Insulated Panel / Porextherm  / Vacupor / Fumed silica core / R 30/inch [EU]","","EPD-POR-20140214-IBC1-EN ","","Vacuum Insulated Panel","Porextherm ","Vacupor","Fumed silica core, R 30/inch","2019"
"Vinyl flooring / Resilient Floor Covering Institute / Vinyl Composition Tile [Industry Avg | US & CA]","","4788753451.105.1 ","","Vinyl flooring","Resilient Floor Covering Institute","Vinyl Composition Tile","Includes tile products from Armstrong, Congoleum, Tarkett","2024"
"Vinyl Siding / Vinyl Siding Institute / 0.040"" Double 4.5"" [Industry Avg | US & CA]","","EPD 325","Vinyl Siding Institute","Vinyl Siding","Vinyl Siding Institute","Double 4.5"" products from: American Original, Associated Materials, CertainTeed, Novik, Ply Gem","0.040"" Double 4.5""","2027-07-15"
"Insulated Vinyl Siding / Vinyl Siding Institute / 0.040"" Double 4.5"" [Industry Avg | US & CA] / R-0.5","","EPD 326","Vinyl Siding Institute","Insulated Vinyl Siding","Vinyl Siding Institute","CertainTeed, Cornerstone, Associated Materials, Progressive Foam, ProVia, Westlake Royal","38.1 mm","2027"
"Welded wire reinforcement / Insteel Industries / 4"" x 4"" x 6/6g [US & CA]","","EPD 585","Insteel Wire Products Co","Welded wire mesh","Insteel Industries","6"" x 6"" x 6/6g","","2028"
